tau,posts_per_day,volume_scenario,scenario_s_fn,loss_share,eur_per_FN,FN,total_cost_eur,total_cost_period_eur
0.61,3695700000.0,high,0.075,0.017155009451795843,0.054118312771476045,3812,206.2990082848667,1379978833.3022711
0.62,3695700000.0,high,0.075,0.020415879017013236,0.06440526478588886,3812,245.51286936380833,1642288859.467166
0.63,3695700000.0,high,0.075,0.023960302457466925,0.07534953750160464,3824,288.13663140613613,1927408453.12466
0.64,3695700000.0,high,0.075,0.027788279773156913,0.08722795468855399,3831,334.1702944118503,2235337614.274754
0.65,3695700000.0,high,0.075,0.03189981096408319,0.08888180221986808,4316,383.6138583809506,2566076342.917447
0.66,3695700000.0,high,0.075,0.03629489603024577,0.09488420072031244,4600,436.4673233134372,2919624639.0527406
0.67,3695700000.0,high,0.075,0.04097353497164464,0.10711536721941523,4600,492.73068920931,3295982502.680633
0.68,3695700000.0,high,0.075,0.04593572778827981,0.12008781653664545,4600,552.4039560685691,3695149933.8011255
0.69,3695700000.0,high,0.075,0.05118147448015121,0.13219225169484827,4656,615.4871238912135,4117126932.414212
0.7,3695700000.0,high,0.075,0.056710775047258966,0.14634768083202684,4660,681.9801926772451,4561913498.519903
0.71,3695700000.0,high,0.075,0.06252362948960302,0.1613137014431802,4661,751.8831624266629,5029509632.118195
0.72,3695700000.0,high,0.075,0.06862003780718337,0.17700472611314175,4662,825.1960331394669,5519915333.2090845
0.73,3695700000.0,high,0.075,0.075,0.18888351933312184,4775,901.9188048156568,6033130601.792573
0.74,3695700000.0,high,0.075,0.08166351606805294,0.19996975716864862,4911,982.0514774552333,6569155437.868664
0.75,3695700000.0,high,0.075,0.08861058601134217,0.21367436355688707,4987,1065.5940510581959,7127989841.437351
0.76,3695700000.0,high,0.075,0.0958412098298677,0.23111019162312907,4987,1152.5465256245448,7709633812.49864
0.77,3695700000.0,high,0.075,0.10335538752362952,0.24793714365734687,5013,1242.9089011542799,8314087351.052528
0.78,3695700000.0,high,0.075,0.11115311909262765,0.266642963823539,5013,1336.6811776474012,8941350457.099016
0.79,3695700000.0,high,0.075,0.11923440453686206,0.28545955705831355,5023,1433.863355103909,9591423130.638103
0.8,3695700000.0,high,0.075,0.12759924385633276,0.3053035084607645,5026,1534.4554335238022,10264305371.669788
0.81,3695700000.0,high,0.075,0.13624763705103976,0.2899924624614305,5650,1638.4574129070825,10959997180.194075
0.82,3695700000.0,high,0.075,0.14517958412098295,0.2962112815157359,5894,1745.8692932537474,11678498556.210953
0.83,3695700000.0,high,0.075,0.15439508506616256,0.31480011437161753,5898,1856.6910745638002,12419809499.72044
0.84,3695700000.0,high,0.075,0.16389413988657844,0.3334894681619693,5910,1970.9227568372385,13183930010.722523
0.85,3695700000.0,high,0.075,0.17367674858223062,0.34362690688944775,6078,2088.5643400740632,13970860089.217207
0.86,3695700000.0,high,0.075,0.1837429111531191,0.3614026536268032,6114,2209.6158242742745,14780599735.20449
0.87,3695700000.0,high,0.075,0.1940926275992439,0.37909326123727016,6157,2334.077209437872,15613148948.684376
0.88,3695700000.0,high,0.075,0.20472589792060497,0.38881056468175235,6332,2461.948495564856,16468507729.656858
0.89,3695700000.0,high,0.075,0.2156427221172023,0.37968223757763186,6830,2593.2296826552256,17346676078.12194
0.9,3695700000.0,high,0.075,0.226843100189036,0.3768887497525535,7238,2727.920770708982,18247653994.079624
0.91,3695700000.0,high,0.075,0.23832703213610598,0.3958593590781939,7240,2866.021759726124,19171441477.529907
0.92,3695700000.0,high,0.075,0.2500945179584122,0.4151183781513668,7245,3007.5326497066526,20118038528.472786
0.93,3695700000.0,high,0.075,0.26214555765595476,0.43404288044204425,7263,3152.4534406505672,21087445146.908268
0.94,3695700000.0,high,0.075,0.2744801512287335,0.4473213352158649,7379,3300.7841325578675,22079661332.836338
0.95,3695700000.0,high,0.075,0.2870982986767486,0.4649864950072127,7425,3452.524725428554,23094687086.257015
0.96,3695700000.0,high,0.075,0.3,0.48438174265072864,7448,3607.675219262627,24132522407.17029
0.97,3695700000.0,high,0.075,0.3131852551984878,0.5008958124830545,7519,3766.235614060087,25193167295.576176
0.98,3695700000.0,high,0.075,0.3266540642722118,0.49548510466964346,7928,3928.2059098209334,26276621751.474655
0.99,3695700000.0,high,0.075,0.3404064272211721,0.5065692496652846,8081,4093.586106545165,27382885774.86573
0.5,3695700000.0,high,0.5,0.0,0.0,3161,0.0,0.0
0.51,3695700000.0,high,0.5,0.0009451795841209849,0.0035958040318319444,3161,11.366336544620776,76031891.64199856
0.52,3695700000.0,high,0.5,0.0037807183364839394,0.014185755437904245,3205,45.46534617848311,304127566.56799424
0.53,3695700000.0,high,0.5,0.008506616257088864,0.02819653497838671,3628,102.29702890158698,684287024.777987
0.54,3695700000.0,high,0.5,0.015122873345935758,0.05012717329490971,3628,181.86138471393244,1216510266.271977
0.55,3695700000.0,high,0.5,0.02362948960302462,0.07830212554850355,3629,284.15841361551935,1900797291.0499637
0.56,3695700000.0,high,0.5,0.034026465028355456,0.11250704305921032,3637,409.18811560634794,2737148099.111948
0.57,3695700000.0,high,0.5,0.04631379962192811,0.14699142008086996,3789,556.9504906864163,3725562690.457917
0.58,3695700000.0,high,0.5,0.060491493383742864,0.1919381369012474,3790,727.4455388557276,4866041065.087894
0.59,3695700000.0,high,0.5,0.07655954631379959,0.2429217045156413,3790,920.6732601142805,6158583223.001868
0.6,3695700000.0,high,0.5,0.09451795841209827,0.29927163098000925,3798,1136.6336544620751,7603189164.199839
0.61,3695700000.0,high,0.5,0.11436672967863895,0.3607887518098404,3812,1375.3267218991116,9199858888.681808
0.62,3695700000.0,high,0.5,0.13610586011342157,0.4293684319059258,3812,1636.752462425389,10948592396.447773
0.63,3695700000.0,high,0.5,0.15973534971644618,0.5023302500106976,3824,1920.9108760409079,12849389687.497736
0.64,3695700000.0,high,0.5,0.18525519848771274,0.5815196979236933,3831,2227.801962745669,14902250761.831694
0.65,3695700000.0,high,0.5,0.2126654064272213,0.592545348132454,4316,2557.4257225396714,17107175619.44965
0.66,3695700000.0,high,0.5,0.2419659735349718,0.6325613381354163,4600,2909.782155422915,19464164260.351604
0.67,3695700000.0,high,0.5,0.27315689981096425,0.7141024481294347,4600,3284.8712613953994,21973216684.53755
0.68,3695700000.0,high,0.5,0.30623818525519875,0.8005854435776364,4600,3682.6930404571276,24634332892.007504
0.69,3695700000.0,high,0.5,0.34120982986767473,0.8812816779656552,4656,4103.24749260809,27447512882.761414
0.7,3695700000.0,high,0.5,0.3780718336483931,0.9756512055468456,4660,4546.5346178483005,30412756656.799355
0.71,3695700000.0,high,0.5,0.4168241965973535,1.0754246762878679,4661,5012.5544161777525,33530064214.121296
0.72,3695700000.0,high,0.5,0.4574669187145558,1.180031507420945,4662,5501.306887596446,36799435554.727234
0.73,3695700000.0,high,0.5,0.5,1.2592234622208123,4775,6012.792032104378,40220870678.61716
0.74,3695700000.0,high,0.5,0.5444234404536863,1.3331317144576575,4911,6547.009849701556,43794369585.79109
0.75,3695700000.0,high,0.5,0.5907372400756145,1.4244957570459138,4987,7103.960340387972,47519932276.24901
0.76,3695700000.0,high,0.5,0.6389413988657847,1.5407346108208608,4987,7683.643504163633,51397558749.990944
0.77,3695700000.0,high,0.5,0.6890359168241968,1.6529142910489794,5013,8286.059341028533,55427249007.01686
0.78,3695700000.0,high,0.5,0.741020793950851,1.7776197588235936,5013,8911.207850982675,59609003047.326775
0.79,3695700000.0,high,0.5,0.7948960302457471,1.9030637137220905,5023,9559.089034026061,63942820870.92069
0.8,3695700000.0,high,0.5,0.8506616257088851,2.0353567230717635,5026,10229.702890158684,68428702477.7986
0.81,3695700000.0,high,0.5,0.9083175803402652,1.9332830830762038,5650,10923.049419380552,73066647867.96051
0.82,3695700000.0,high,0.5,0.9678638941398864,1.9747418767715728,5894,11639.12862169165,77856657041.40636
0.83,3695700000.0,high,0.5,1.0,2.038925748424679,5898,12025.584064208757,80441741357.23431
0.84,3695700000.0,high,0.5,1.0,2.0347857976664563,5910,12025.584064208757,80441741357.23431
0.85,3695700000.0,high,0.5,1.0,1.978542952321283,6078,12025.584064208759,80441741357.23431
0.86,3695700000.0,high,0.5,1.0,1.966893042886614,6114,12025.584064208759,80441741357.23431
0.87,3695700000.0,high,0.5,1.0,1.9531564177698162,6157,12025.584064208759,80441741357.23431
0.88,3695700000.0,high,0.5,1.0,1.89917625777144,6332,12025.584064208757,80441741357.23431
0.89,3695700000.0,high,0.5,1.0,1.7607004486396425,6830,12025.584064208759,80441741357.23431
0.9,3695700000.0,high,0.5,1.0,1.661451238492506,7238,12025.584064208759,80441741357.23431
0.91,3695700000.0,high,0.5,1.0,1.660992274061983,7240,12025.584064208757,80441741357.23431
0.92,3695700000.0,high,0.5,1.0,1.6598459715954117,7245,12025.584064208757,80441741357.23431
0.93,3695700000.0,high,0.5,1.0,1.6557323508479633,7263,12025.584064208757,80441741357.23431
0.94,3695700000.0,high,0.5,1.0,1.6297037625977446,7379,12025.584064208757,80441741357.23431
0.95,3695700000.0,high,0.5,1.0,1.619607281374917,7425,12025.584064208759,80441741357.23431
0.96,3695700000.0,high,0.5,1.0,1.6146058088357622,7448,12025.584064208757,80441741357.23431
0.97,3695700000.0,high,0.5,1.0,1.599359497833323,7519,12025.584064208755,80441741357.23431
0.98,3695700000.0,high,0.5,1.0,1.516849654920378,7928,12025.584064208757,80441741357.23431
0.99,3695700000.0,high,0.5,1.0,1.4881306848420686,8081,12025.584064208757,80441741357.23431
